set_id,workout_id,date,week,title,start_datetime,end_datetime,exercise_title,exercise_category,set_index,set_type,is_warmup,is_working_set,weight_kg,reps,volume_kg,bodyweight_kg,is_weighted_pullup,external_load_kg,total_load_kg,e1rm_kg,total_e1rm_kg,external_e1rm_kg,distance_km,duration_seconds,rpe,exercise_notes
62a0d43380c5_seated_cable_row_v_grip_cable_1,62a0d43380c5,2024-12-12,2024-12-09/2024-12-15,Pull 2,2024-12-12 08:27:00,2024-12-12 09:00:00,Seated Cable Row - V Grip (Cable),other,1,normal,False,True,80.0,10.0,800.0,85.1,False,80.0,80.0,106.66666666666666,106.66666666666666,106.66666666666666,,,,
62a0d43380c5_seated_cable_row_v_grip_cable_2,62a0d43380c5,2024-12-12,2024-12-09/2024-12-15,Pull 2,2024-12-12 08:27:00,2024-12-12 09:00:00,Seated Cable Row - V Grip (Cable),other,2,normal,False,True,80.0,8.0,640.0,85.1,False,80.0,80.0,101.33333333333333,101.33333333333333,101.33333333333333,,,,
62a0d43380c5_seated_cable_row_v_grip_cable_3,62a0d43380c5,2024-12-12,2024-12-09/2024-12-15,Pull 2,2024-12-12 08:27:00,2024-12-12 09:00:00,Seated Cable Row - V Grip (Cable),other,3,normal,False,True,70.0,8.0,560.0,85.1,False,70.0,70.0,88.66666666666666,88.66666666666666,88.66666666666666,,,,
62a0d43380c5_seated_cable_row_v_grip_cable_4,62a0d43380c5,2024-12-12,2024-12-09/2024-12-15,Pull 2,2024-12-12 08:27:00,2024-12-12 09:00:00,Seated Cable Row - V Grip (Cable),other,4,dropset,False,True,50.0,5.0,250.0,85.1,False,50.0,50.0,58.333333333333336,58.333333333333336,58.333333333333336,,,,
10b9820cc0a5_incline_bench_press_dumbbell_0,10b9820cc0a5,2024-12-13,2024-12-09/2024-12-15,Push 2,2024-12-13 07:50:00,2024-12-13 08:24:00,Incline Bench Press (Dumbbell),bench_press,0,normal,False,True,40.0,10.0,400.0,85.1,False,40.0,40.0,53.33333333333333,53.33333333333333,53.33333333333333,,,,
10b9820cc0a5_incline_bench_press_dumbbell_1,10b9820cc0a5,2024-12-13,2024-12-09/2024-12-15,Push 2,2024-12-13 07:50:00,2024-12-13 08:24:00,Incline Bench Press (Dumbbell),bench_press,1,normal,False,True,44.0,10.0,440.0,85.1,False,44.0,44.0,58.666666666666664,58.666666666666664,58.666666666666664,,,,
10b9820cc0a5_incline_bench_press_dumbbell_2,10b9820cc0a5,2024-12-13,2024-12-09/2024-12-15,Push 2,2024-12-13 07:50:00,2024-12-13 08:24:00,Incline Bench Press (Dumbbell),bench_press,2,normal,False,True,48.0,9.0,432.0,85.1,False,48.0,48.0,62.400000000000006,62.400000000000006,62.400000000000006,,,,
10b9820cc0a5_incline_bench_press_dumbbell_3,10b9820cc0a5,2024-12-13,2024-12-09/2024-12-15,Push 2,2024-12-13 07:50:00,2024-12-13 08:24:00,Incline Bench Press (Dumbbell),bench_press,3,normal,False,True,44.0,9.0,396.0,85.1,False,44.0,44.0,57.2,57.2,57.2,,,,
10b9820cc0a5_lateral_raise_dumbbell_0,10b9820cc0a5,2024-12-13,2024-12-09/2024-12-15,Push 2,2024-12-13 07:50:00,2024-12-13 08:24:00,Lateral Raise (Dumbbell),other,0,normal,False,True,24.0,8.0,192.0,85.1,False,24.0,24.0,30.4,30.4,30.4,,,,
10b9820cc0a5_lateral_raise_dumbbell_1,10b9820cc0a5,2024-12-13,2024-12-09/2024-12-15,Push 2,2024-12-13 07:50:00,2024-12-13 08:24:00,Lateral Raise (Dumbbell),other,1,dropset,False,True,16.0,8.0,128.0,85.1,False,16.0,16.0,20.266666666666666,20.266666666666666,20.266666666666666,,,,
10b9820cc0a5_lateral_raise_dumbbell_2,10b9820cc0a5,2024-12-13,2024-12-09/2024-12-15,Push 2,2024-12-13 07:50:00,2024-12-13 08:24:00,Lateral Raise (Dumbbell),other,2,normal,False,True,24.0,8.0,192.0,85.1,False,24.0,24.0,30.4,30.4,30.4,,,,
10b9820cc0a5_lateral_raise_dumbbell_3,10b9820cc0a5,2024-12-13,2024-12-09/2024-12-15,Push 2,2024-12-13 07:50:00,2024-12-13 08:24:00,Lateral Raise (Dumbbell),other,3,dropset,False,True,16.0,8.0,128.0,85.1,False,16.0,16.0,20.266666666666666,20.266666666666666,20.266666666666666,,,,
10b9820cc0a5_lateral_raise_dumbbell_4,10b9820cc0a5,2024-12-13,2024-12-09/2024-12-15,Push 2,2024-12-13 07:50:00,2024-12-13 08:24:00,Lateral Raise (Dumbbell),other,4,normal,False,True,24.0,8.0,192.0,85.1,False,24.0,24.0,30.4,30.4,30.4,,,,
10b9820cc0a5_lateral_raise_dumbbell_5,10b9820cc0a5,2024-12-13,2024-12-09/2024-12-15,Push 2,2024-12-13 07:50:00,2024-12-13 08:24:00,Lateral Raise (Dumbbell),other,5,dropset,False,True,16.0,8.0,128.0,85.1,False,16.0,16.0,20.266666666666666,20.266666666666666,20.266666666666666,,,,
10b9820cc0a5_triceps_rope_pushdown_0,10b9820cc0a5,2024-12-13,2024-12-09/2024-12-15,Push 2,2024-12-13 07:50:00,2024-12-13 08:24:00,Triceps Rope Pushdown,other,0,normal,False,True,17.5,15.0,262.5,85.1,False,17.5,17.5,,,,,,,
10b9820cc0a5_triceps_rope_pushdown_1,10b9820cc0a5,2024-12-13,2024-12-09/2024-12-15,Push 2,2024-12-13 07:50:00,2024-12-13 08:24:00,Triceps Rope Pushdown,other,1,normal,False,True,20.0,13.0,260.0,85.1,False,20.0,20.0,,,,,,,
10b9820cc0a5_triceps_rope_pushdown_2,10b9820cc0a5,2024-12-13,2024-12-09/2024-12-15,Push 2,2024-12-13 07:50:00,2024-12-13 08:24:00,Triceps Rope Pushdown,other,2,normal,False,True,20.0,9.0,180.0,85.1,False,20.0,20.0,26.0,26.0,26.0,,,,
10b9820cc0a5_triceps_rope_pushdown_3,10b9820cc0a5,2024-12-13,2024-12-09/2024-12-15,Push 2,2024-12-13 07:50:00,2024-12-13 08:24:00,Triceps Rope Pushdown,other,3,dropset,False,True,15.0,5.0,75.0,85.1,False,15.0,15.0,17.5,17.5,17.5,,,,
efd1edada6e9_bench_press_barbell_0,efd1edada6e9,2024-12-17,2024-12-16/2024-12-22,-3🫡,2024-12-17 11:18:00,2024-12-17 12:08:00,Bench Press (Barbell),bench_press,0,normal,False,True,65.0,5.0,325.0,85.1,False,65.0,65.0,75.83333333333334,75.83333333333334,75.83333333333334,,,,
efd1edada6e9_bench_press_barbell_1,efd1edada6e9,2024-12-17,2024-12-16/2024-12-22,-3🫡,2024-12-17 11:18:00,2024-12-17 12:08:00,Bench Press (Barbell),bench_press,1,normal,False,True,65.0,5.0,325.0,85.1,False,65.0,65.0,75.83333333333334,75.83333333333334,75.83333333333334,,,,
efd1edada6e9_bench_press_barbell_2,efd1edada6e9,2024-12-17,2024-12-16/2024-12-22,-3🫡,2024-12-17 11:18:00,2024-12-17 12:08:00,Bench Press (Barbell),bench_press,2,normal,False,True,65.0,5.0,325.0,85.1,False,65.0,65.0,75.83333333333334,75.83333333333334,75.83333333333334,,,,
efd1edada6e9_bench_press_barbell_3,efd1edada6e9,2024-12-17,2024-12-16/2024-12-22,-3🫡,2024-12-17 11:18:00,2024-12-17 12:08:00,Bench Press (Barbell),bench_press,3,normal,False,True,65.0,5.0,325.0,85.1,False,65.0,65.0,75.83333333333334,75.83333333333334,75.83333333333334,,,,
efd1edada6e9_clean_0,efd1edada6e9,2024-12-17,2024-12-16/2024-12-22,-3🫡,2024-12-17 11:18:00,2024-12-17 12:08:00,Clean,other,0,normal,False,True,30.0,2.0,60.0,85.1,False,30.0,30.0,32.0,32.0,32.0,,,,
efd1edada6e9_clean_1,efd1edada6e9,2024-12-17,2024-12-16/2024-12-22,-3🫡,2024-12-17 11:18:00,2024-12-17 12:08:00,Clean,other,1,normal,False,True,40.0,2.0,80.0,85.1,False,40.0,40.0,42.666666666666664,42.666666666666664,42.666666666666664,,,,
efd1edada6e9_clean_2,efd1edada6e9,2024-12-17,2024-12-16/2024-12-22,-3🫡,2024-12-17 11:18:00,2024-12-17 12:08:00,Clean,other,2,normal,False,True,50.0,2.0,100.0,85.1,False,50.0,50.0,53.333333333333336,53.333333333333336,53.333333333333336,,,,
efd1edada6e9_clean_3,efd1edada6e9,2024-12-17,2024-12-16/2024-12-22,-3🫡,2024-12-17 11:18:00,2024-12-17 12:08:00,Clean,other,3,normal,False,True,50.0,2.0,100.0,85.1,False,50.0,50.0,53.333333333333336,53.333333333333336,53.333333333333336,,,,
efd1edada6e9_hang_clean_0,efd1edada6e9,2024-12-17,2024-12-16/2024-12-22,-3🫡,2024-12-17 11:18:00,2024-12-17 12:08:00,Hang Clean,other,0,normal,False,True,50.0,2.0,100.0,85.1,False,50.0,50.0,53.333333333333336,53.333333333333336,53.333333333333336,,,,
efd1edada6e9_hang_clean_1,efd1edada6e9,2024-12-17,2024-12-16/2024-12-22,-3🫡,2024-12-17 11:18:00,2024-12-17 12:08:00,Hang Clean,other,1,normal,False,True,50.0,2.0,100.0,85.1,False,50.0,50.0,53.333333333333336,53.333333333333336,53.333333333333336,,,,
efd1edada6e9_incline_bench_press_dumbbell_0,efd1edada6e9,2024-12-17,2024-12-16/2024-12-22,-3🫡,2024-12-17 11:18:00,2024-12-17 12:08:00,Incline Bench Press (Dumbbell),bench_press,0,normal,False,True,40.0,10.0,400.0,85.1,False,40.0,40.0,53.33333333333333,53.33333333333333,53.33333333333333,,,,
efd1edada6e9_incline_bench_press_dumbbell_1,efd1edada6e9,2024-12-17,2024-12-16/2024-12-22,-3🫡,2024-12-17 11:18:00,2024-12-17 12:08:00,Incline Bench Press (Dumbbell),bench_press,1,normal,False,True,40.0,10.0,400.0,85.1,False,40.0,40.0,53.33333333333333,53.33333333333333,53.33333333333333,,,,
efd1edada6e9_incline_bench_press_dumbbell_2,efd1edada6e9,2024-12-17,2024-12-16/2024-12-22,-3🫡,2024-12-17 11:18:00,2024-12-17 12:08:00,Incline Bench Press (Dumbbell),bench_press,2,normal,False,True,40.0,10.0,400.0,85.1,False,40.0,40.0,53.33333333333333,53.33333333333333,53.33333333333333,,,,
efd1edada6e9_lateral_raise_dumbbell_0,efd1edada6e9,2024-12-17,2024-12-16/2024-12-22,-3🫡,2024-12-17 11:18:00,2024-12-17 12:08:00,Lateral Raise (Dumbbell),other,0,normal,False,True,20.0,10.0,200.0,85.1,False,20.0,20.0,26.666666666666664,26.666666666666664,26.666666666666664,,,,
efd1edada6e9_lateral_raise_dumbbell_1,efd1edada6e9,2024-12-17,2024-12-16/2024-12-22,-3🫡,2024-12-17 11:18:00,2024-12-17 12:08:00,Lateral Raise (Dumbbell),other,1,normal,False,True,20.0,10.0,200.0,85.1,False,20.0,20.0,26.666666666666664,26.666666666666664,26.666666666666664,,,,
e8512dd67f8b_bench_press_barbell_0,e8512dd67f8b,2024-12-18,2024-12-16/2024-12-22,-2,2024-12-18 11:54:00,2024-12-18 12:34:00,Bench Press (Barbell),bench_press,0,normal,False,True,60.0,2.0,120.0,85.1,False,60.0,60.0,64.0,64.0,64.0,,,,
e8512dd67f8b_bench_press_barbell_1,e8512dd67f8b,2024-12-18,2024-12-16/2024-12-22,-2,2024-12-18 11:54:00,2024-12-18 12:34:00,Bench Press (Barbell),bench_press,1,normal,False,True,60.0,2.0,120.0,85.1,False,60.0,60.0,64.0,64.0,64.0,,,,
e8512dd67f8b_bench_press_barbell_2,e8512dd67f8b,2024-12-18,2024-12-16/2024-12-22,-2,2024-12-18 11:54:00,2024-12-18 12:34:00,Bench Press (Barbell),bench_press,2,normal,False,True,60.0,2.0,120.0,85.1,False,60.0,60.0,64.0,64.0,64.0,,,,
e8512dd67f8b_bench_press_barbell_3,e8512dd67f8b,2024-12-18,2024-12-16/2024-12-22,-2,2024-12-18 11:54:00,2024-12-18 12:34:00,Bench Press (Barbell),bench_press,3,normal,False,True,60.0,2.0,120.0,85.1,False,60.0,60.0,64.0,64.0,64.0,,,,
e8512dd67f8b_lat_pulldown_cable_0,e8512dd67f8b,2024-12-18,2024-12-16/2024-12-22,-2,2024-12-18 11:54:00,2024-12-18 12:34:00,Lat Pulldown (Cable),other,0,normal,False,True,45.0,10.0,450.0,85.1,False,45.0,45.0,60.0,60.0,60.0,,,,
e8512dd67f8b_lat_pulldown_cable_1,e8512dd67f8b,2024-12-18,2024-12-16/2024-12-22,-2,2024-12-18 11:54:00,2024-12-18 12:34:00,Lat Pulldown (Cable),other,1,normal,False,True,55.0,10.0,550.0,85.1,False,55.0,55.0,73.33333333333333,73.33333333333333,73.33333333333333,,,,
e8512dd67f8b_lat_pulldown_cable_2,e8512dd67f8b,2024-12-18,2024-12-16/2024-12-22,-2,2024-12-18 11:54:00,2024-12-18 12:34:00,Lat Pulldown (Cable),other,2,normal,False,True,55.0,8.0,440.0,85.1,False,55.0,55.0,69.66666666666666,69.66666666666666,69.66666666666666,,,,
e8512dd67f8b_lat_pulldown_cable_3,e8512dd67f8b,2024-12-18,2024-12-16/2024-12-22,-2,2024-12-18 11:54:00,2024-12-18 12:34:00,Lat Pulldown (Cable),other,3,normal,False,True,50.0,10.0,500.0,85.1,False,50.0,50.0,66.66666666666666,66.66666666666666,66.66666666666666,,,,
e8512dd67f8b_rope_cable_curl_0,e8512dd67f8b,2024-12-18,2024-12-16/2024-12-22,-2,2024-12-18 11:54:00,2024-12-18 12:34:00,Rope Cable Curl,other,0,normal,False,True,17.5,10.0,175.0,85.1,False,17.5,17.5,23.333333333333332,23.333333333333332,23.333333333333332,,,,
e8512dd67f8b_rope_cable_curl_1,e8512dd67f8b,2024-12-18,2024-12-16/2024-12-22,-2,2024-12-18 11:54:00,2024-12-18 12:34:00,Rope Cable Curl,other,1,normal,False,True,20.0,10.0,200.0,85.1,False,20.0,20.0,26.666666666666664,26.666666666666664,26.666666666666664,,,,
e8512dd67f8b_rope_cable_curl_2,e8512dd67f8b,2024-12-18,2024-12-16/2024-12-22,-2,2024-12-18 11:54:00,2024-12-18 12:34:00,Rope Cable Curl,other,2,normal,False,True,20.0,11.0,220.0,85.1,False,20.0,20.0,27.333333333333336,27.333333333333336,27.333333333333336,,,,
e8512dd67f8b_seated_cable_row_v_grip_cable_0,e8512dd67f8b,2024-12-18,2024-12-16/2024-12-22,-2,2024-12-18 11:54:00,2024-12-18 12:34:00,Seated Cable Row - V Grip (Cable),other,0,normal,False,True,70.0,10.0,700.0,85.1,False,70.0,70.0,93.33333333333333,93.33333333333333,93.33333333333333,,,,
e8512dd67f8b_seated_cable_row_v_grip_cable_1,e8512dd67f8b,2024-12-18,2024-12-16/2024-12-22,-2,2024-12-18 11:54:00,2024-12-18 12:34:00,Seated Cable Row - V Grip (Cable),other,1,normal,False,True,70.0,8.0,560.0,85.1,False,70.0,70.0,88.66666666666666,88.66666666666666,88.66666666666666,,,,
e8512dd67f8b_seated_cable_row_v_grip_cable_2,e8512dd67f8b,2024-12-18,2024-12-16/2024-12-22,-2,2024-12-18 11:54:00,2024-12-18 12:34:00,Seated Cable Row - V Grip (Cable),other,2,normal,False,True,70.0,8.0,560.0,85.1,False,70.0,70.0,88.66666666666666,88.66666666666666,88.66666666666666,,,,
25c9c9ff4e4b_bench_press_barbell_0,25c9c9ff4e4b,2024-12-20,2024-12-16/2024-12-22,Massimali🤠,2024-12-20 14:31:00,2024-12-20 16:17:00,Bench Press (Barbell),bench_press,0,normal,False,True,50.0,5.0,250.0,85.1,False,50.0,50.0,58.333333333333336,58.333333333333336,58.333333333333336,,,,
25c9c9ff4e4b_bench_press_barbell_1,25c9c9ff4e4b,2024-12-20,2024-12-16/2024-12-22,Massimali🤠,2024-12-20 14:31:00,2024-12-20 16:17:00,Bench Press (Barbell),bench_press,1,normal,False,True,60.0,3.0,180.0,85.1,False,60.0,60.0,66.0,66.0,66.0,,,,
25c9c9ff4e4b_bench_press_barbell_2,25c9c9ff4e4b,2024-12-20,2024-12-16/2024-12-22,Massimali🤠,2024-12-20 14:31:00,2024-12-20 16:17:00,Bench Press (Barbell),bench_press,2,normal,False,True,70.0,2.0,140.0,85.1,False,70.0,70.0,74.66666666666667,74.66666666666667,74.66666666666667,,,,
25c9c9ff4e4b_bench_press_barbell_3,25c9c9ff4e4b,2024-12-20,2024-12-16/2024-12-22,Massimali🤠,2024-12-20 14:31:00,2024-12-20 16:17:00,Bench Press (Barbell),bench_press,3,normal,False,True,75.0,1.0,75.0,85.1,False,75.0,75.0,77.50000000000001,77.50000000000001,77.50000000000001,,,,
25c9c9ff4e4b_bench_press_barbell_4,25c9c9ff4e4b,2024-12-20,2024-12-16/2024-12-22,Massimali🤠,2024-12-20 14:31:00,2024-12-20 16:17:00,Bench Press (Barbell),bench_press,4,normal,False,True,80.0,1.0,80.0,85.1,False,80.0,80.0,82.66666666666667,82.66666666666667,82.66666666666667,,,,
25c9c9ff4e4b_bench_press_barbell_5,25c9c9ff4e4b,2024-12-20,2024-12-16/2024-12-22,Massimali🤠,2024-12-20 14:31:00,2024-12-20 16:17:00,Bench Press (Barbell),bench_press,5,normal,False,True,85.0,1.0,85.0,85.1,False,85.0,85.0,87.83333333333334,87.83333333333334,87.83333333333334,,,,
25c9c9ff4e4b_bench_press_barbell_6,25c9c9ff4e4b,2024-12-20,2024-12-16/2024-12-22,Massimali🤠,2024-12-20 14:31:00,2024-12-20 16:17:00,Bench Press (Barbell),bench_press,6,normal,False,True,90.0,1.0,90.0,85.1,False,90.0,90.0,93.00000000000001,93.00000000000001,93.00000000000001,,,,
25c9c9ff4e4b_bench_press_barbell_7,25c9c9ff4e4b,2024-12-20,2024-12-16/2024-12-22,Massimali🤠,2024-12-20 14:31:00,2024-12-20 16:17:00,Bench Press (Barbell),bench_press,7,normal,False,True,90.0,1.0,90.0,85.1,False,90.0,90.0,93.00000000000001,93.00000000000001,93.00000000000001,,,,
25c9c9ff4e4b_ez_bar_biceps_curl_0,25c9c9ff4e4b,2024-12-20,2024-12-16/2024-12-22,Massimali🤠,2024-12-20 14:31:00,2024-12-20 16:17:00,EZ Bar Biceps Curl,other,0,normal,False,True,23.0,26.0,598.0,85.1,False,23.0,23.0,,,,,,,
25c9c9ff4e4b_pull_up_weighted_0,25c9c9ff4e4b,2024-12-20,2024-12-16/2024-12-22,Massimali🤠,2024-12-20 14:31:00,2024-12-20 16:17:00,Pull Up (Weighted),weighted_pullup,0,normal,False,True,,3.0,0.0,85.1,True,,,,,,,,,
25c9c9ff4e4b_pull_up_weighted_1,25c9c9ff4e4b,2024-12-20,2024-12-16/2024-12-22,Massimali🤠,2024-12-20 14:31:00,2024-12-20 16:17:00,Pull Up (Weighted),weighted_pullup,1,normal,False,True,8.0,1.0,8.0,85.1,True,8.0,93.1,8.266666666666667,96.20333333333333,11.103333333333339,,,,
25c9c9ff4e4b_pull_up_weighted_2,25c9c9ff4e4b,2024-12-20,2024-12-16/2024-12-22,Massimali🤠,2024-12-20 14:31:00,2024-12-20 16:17:00,Pull Up (Weighted),weighted_pullup,2,normal,False,True,12.0,1.0,12.0,85.1,True,12.0,97.1,12.400000000000002,100.33666666666667,15.236666666666679,,,,
25c9c9ff4e4b_pull_up_weighted_3,25c9c9ff4e4b,2024-12-20,2024-12-16/2024-12-22,Massimali🤠,2024-12-20 14:31:00,2024-12-20 16:17:00,Pull Up (Weighted),weighted_pullup,3,normal,False,True,16.0,1.0,16.0,85.1,True,16.0,101.1,16.533333333333335,104.47,19.370000000000005,,,,
25c9c9ff4e4b_pull_up_weighted_4,25c9c9ff4e4b,2024-12-20,2024-12-16/2024-12-22,Massimali🤠,2024-12-20 14:31:00,2024-12-20 16:17:00,Pull Up (Weighted),weighted_pullup,4,normal,False,True,,2.0,0.0,85.1,True,,,,,,,,,
53b453322aeb_bicep_curl_dumbbell_0,53b453322aeb,2025-01-05,2024-12-30/2025-01-05,Upper,2025-01-05 11:59:00,2025-01-05 12:59:00,Bicep Curl (Dumbbell),other,0,normal,False,True,22.0,10.0,220.0,85.1,False,22.0,22.0,29.333333333333332,29.333333333333332,29.333333333333332,,,,
53b453322aeb_bicep_curl_dumbbell_1,53b453322aeb,2025-01-05,2024-12-30/2025-01-05,Upper,2025-01-05 11:59:00,2025-01-05 12:59:00,Bicep Curl (Dumbbell),other,1,normal,False,True,22.0,12.0,264.0,85.1,False,22.0,22.0,30.799999999999997,30.799999999999997,30.799999999999997,,,,
53b453322aeb_bicep_curl_dumbbell_2,53b453322aeb,2025-01-05,2024-12-30/2025-01-05,Upper,2025-01-05 11:59:00,2025-01-05 12:59:00,Bicep Curl (Dumbbell),other,2,normal,False,True,22.0,12.0,264.0,85.1,False,22.0,22.0,30.799999999999997,30.799999999999997,30.799999999999997,,,,
53b453322aeb_chest_supported_incline_row_dumbbell_0,53b453322aeb,2025-01-05,2024-12-30/2025-01-05,Upper,2025-01-05 11:59:00,2025-01-05 12:59:00,Chest Supported Incline Row (Dumbbell),other,0,normal,False,True,32.0,12.0,384.0,85.1,False,32.0,32.0,44.8,44.8,44.8,,,,
53b453322aeb_chest_supported_incline_row_dumbbell_1,53b453322aeb,2025-01-05,2024-12-30/2025-01-05,Upper,2025-01-05 11:59:00,2025-01-05 12:59:00,Chest Supported Incline Row (Dumbbell),other,1,normal,False,True,37.0,12.0,444.0,85.1,False,37.0,37.0,51.8,51.8,51.8,,,,
53b453322aeb_chest_supported_incline_row_dumbbell_2,53b453322aeb,2025-01-05,2024-12-30/2025-01-05,Upper,2025-01-05 11:59:00,2025-01-05 12:59:00,Chest Supported Incline Row (Dumbbell),other,2,normal,False,True,42.0,10.0,420.0,85.1,False,42.0,42.0,56.0,56.0,56.0,,,,
53b453322aeb_chest_supported_incline_row_dumbbell_3,53b453322aeb,2025-01-05,2024-12-30/2025-01-05,Upper,2025-01-05 11:59:00,2025-01-05 12:59:00,Chest Supported Incline Row (Dumbbell),other,3,normal,False,True,42.0,8.0,336.0,85.1,False,42.0,42.0,53.199999999999996,53.199999999999996,53.199999999999996,,,,
53b453322aeb_incline_bench_press_dumbbell_0,53b453322aeb,2025-01-05,2024-12-30/2025-01-05,Upper,2025-01-05 11:59:00,2025-01-05 12:59:00,Incline Bench Press (Dumbbell),bench_press,0,normal,False,True,32.0,12.0,384.0,85.1,False,32.0,32.0,44.8,44.8,44.8,,,,
53b453322aeb_incline_bench_press_dumbbell_1,53b453322aeb,2025-01-05,2024-12-30/2025-01-05,Upper,2025-01-05 11:59:00,2025-01-05 12:59:00,Incline Bench Press (Dumbbell),bench_press,1,normal,False,True,37.0,12.0,444.0,85.1,False,37.0,37.0,51.8,51.8,51.8,,,,
53b453322aeb_incline_bench_press_dumbbell_2,53b453322aeb,2025-01-05,2024-12-30/2025-01-05,Upper,2025-01-05 11:59:00,2025-01-05 12:59:00,Incline Bench Press (Dumbbell),bench_press,2,normal,False,True,42.0,10.0,420.0,85.1,False,42.0,42.0,56.0,56.0,56.0,,,,
53b453322aeb_incline_bench_press_dumbbell_3,53b453322aeb,2025-01-05,2024-12-30/2025-01-05,Upper,2025-01-05 11:59:00,2025-01-05 12:59:00,Incline Bench Press (Dumbbell),bench_press,3,normal,False,True,42.0,8.0,336.0,85.1,False,42.0,42.0,53.199999999999996,53.199999999999996,53.199999999999996,,,,
53b453322aeb_shoulder_press_dumbbell_0,53b453322aeb,2025-01-05,2024-12-30/2025-01-05,Upper,2025-01-05 11:59:00,2025-01-05 12:59:00,Shoulder Press (Dumbbell),other,0,normal,False,True,32.0,8.0,256.0,85.1,False,32.0,32.0,40.53333333333333,40.53333333333333,40.53333333333333,,,,
53b453322aeb_shoulder_press_dumbbell_1,53b453322aeb,2025-01-05,2024-12-30/2025-01-05,Upper,2025-01-05 11:59:00,2025-01-05 12:59:00,Shoulder Press (Dumbbell),other,1,normal,False,True,32.0,8.0,256.0,85.1,False,32.0,32.0,40.53333333333333,40.53333333333333,40.53333333333333,,,,
53b453322aeb_shoulder_press_dumbbell_2,53b453322aeb,2025-01-05,2024-12-30/2025-01-05,Upper,2025-01-05 11:59:00,2025-01-05 12:59:00,Shoulder Press (Dumbbell),other,2,normal,False,True,32.0,8.0,256.0,85.1,False,32.0,32.0,40.53333333333333,40.53333333333333,40.53333333333333,,,,
53b453322aeb_shoulder_press_dumbbell_3,53b453322aeb,2025-01-05,2024-12-30/2025-01-05,Upper,2025-01-05 11:59:00,2025-01-05 12:59:00,Shoulder Press (Dumbbell),other,3,normal,False,True,32.0,8.0,256.0,85.1,False,32.0,32.0,40.53333333333333,40.53333333333333,40.53333333333333,,,,
53b453322aeb_skullcrusher_dumbbell_0,53b453322aeb,2025-01-05,2024-12-30/2025-01-05,Upper,2025-01-05 11:59:00,2025-01-05 12:59:00,Skullcrusher (Dumbbell),other,0,normal,False,True,22.0,8.0,176.0,85.1,False,22.0,22.0,27.866666666666667,27.866666666666667,27.866666666666667,,,,
53b453322aeb_skullcrusher_dumbbell_1,53b453322aeb,2025-01-05,2024-12-30/2025-01-05,Upper,2025-01-05 11:59:00,2025-01-05 12:59:00,Skullcrusher (Dumbbell),other,1,normal,False,True,22.0,8.0,176.0,85.1,False,22.0,22.0,27.866666666666667,27.866666666666667,27.866666666666667,,,,
53b453322aeb_skullcrusher_dumbbell_2,53b453322aeb,2025-01-05,2024-12-30/2025-01-05,Upper,2025-01-05 11:59:00,2025-01-05 12:59:00,Skullcrusher (Dumbbell),other,2,normal,False,True,22.0,8.0,176.0,85.1,False,22.0,22.0,27.866666666666667,27.866666666666667,27.866666666666667,,,,
68ea84f5d89c_bench_press_barbell_0,68ea84f5d89c,2025-01-07,2025-01-06/2025-01-12,Strength,2025-01-07 11:44:00,2025-01-07 12:37:00,Bench Press (Barbell),bench_press,0,normal,False,True,70.0,3.0,210.0,85.1,False,70.0,70.0,77.0,77.0,77.0,,,,
68ea84f5d89c_bench_press_barbell_1,68ea84f5d89c,2025-01-07,2025-01-06/2025-01-12,Strength,2025-01-07 11:44:00,2025-01-07 12:37:00,Bench Press (Barbell),bench_press,1,normal,False,True,75.0,3.0,225.0,85.1,False,75.0,75.0,82.5,82.5,82.5,,,,
68ea84f5d89c_bench_press_barbell_2,68ea84f5d89c,2025-01-07,2025-01-06/2025-01-12,Strength,2025-01-07 11:44:00,2025-01-07 12:37:00,Bench Press (Barbell),bench_press,2,normal,False,True,80.0,2.0,160.0,85.1,False,80.0,80.0,85.33333333333333,85.33333333333333,85.33333333333333,,,,
68ea84f5d89c_bench_press_barbell_3,68ea84f5d89c,2025-01-07,2025-01-06/2025-01-12,Strength,2025-01-07 11:44:00,2025-01-07 12:37:00,Bench Press (Barbell),bench_press,3,normal,False,True,75.0,3.0,225.0,85.1,False,75.0,75.0,82.5,82.5,82.5,,,,
68ea84f5d89c_bench_press_barbell_4,68ea84f5d89c,2025-01-07,2025-01-06/2025-01-12,Strength,2025-01-07 11:44:00,2025-01-07 12:37:00,Bench Press (Barbell),bench_press,4,normal,False,True,75.0,3.0,225.0,85.1,False,75.0,75.0,82.5,82.5,82.5,,,,
68ea84f5d89c_power_clean_0,68ea84f5d89c,2025-01-07,2025-01-06/2025-01-12,Strength,2025-01-07 11:44:00,2025-01-07 12:37:00,Power Clean,power_clean,0,normal,False,True,20.0,5.0,100.0,85.1,False,20.0,20.0,23.333333333333336,23.333333333333336,23.333333333333336,,,,
68ea84f5d89c_power_clean_1,68ea84f5d89c,2025-01-07,2025-01-06/2025-01-12,Strength,2025-01-07 11:44:00,2025-01-07 12:37:00,Power Clean,power_clean,1,normal,False,True,40.0,3.0,120.0,85.1,False,40.0,40.0,44.0,44.0,44.0,,,,
